# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	15336	CDX1	11	5.709424e-6	1.072059e-1	9.745987e-3	9.159691e+1	3.275220e-2	3	8.202403e-6	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_MesLHX9_Sertoli_PV_Immune_Germ_Neuro_CoelEpi_Epi_Endo_Missing_Eryth_Supp_FLeydig,testes_MesLHX9_MesGATA2_Endo_Immune_Sertoli_PV_Germ_Epi_Neuro_Supp_Missing_CoelEpi_FLeydig,testes_MesLHX9_Sertoli_MesGATA2_Immune_Endo_Germ_PV_FLeydig_CoelEpi_Neuro_Supp_Epi_Eryth_Missing	CDX1
Ensembl Genes	16725	HOXA3	12	5.789460e-6	1.087087e-1	9.059058e-3	9.116937e+1	3.290579e-2	3	8.240869e-6	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_CoelEpi_Sertoli_Immune_MesGATA2_Epi_MesLHX9_PV_Germ_Neuro_Endo_Supp_Eryth_Missing_FLeydig,testes_Sertoli_MesGATA2_Germ_MesLHX9_Epi_Immune_CoelEpi_Supp_PV_Neuro_Endo_Missing_FLeydig_Eryth,testes_Sertoli_MesLHX9_Epi_MesGATA2_Germ_Neuro_Immune_CoelEpi_Endo_Supp_PV_Missing_FLeydig_Eryth	HOXA3
Ensembl Genes	4516	HOXC11	13	5.891804e-6	1.106304e-1	8.510031e-3	9.063400e+1	3.310016e-2	3	8.289547e-6	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesLHX9_MesGATA2_Epi_Sertoli_PV_Germ_Immune_Neuro_Endo_CoelEpi_Supp_Missing_FLeydig_Eryth,testes_Sertoli_MesGATA2_Immune_Germ_MesLHX9_Epi_Endo_PV_Supp_CoelEpi_Missing_Neuro_Eryth_FLeydig,testes_Sertoli_MesLHX9_MesGATA2_Immune_Germ_Neuro_PV_CoelEpi_Epi_Missing_Supp_Endo_FLeydig_Eryth	HOXC11
Ensembl Genes	7749	PLD6	14	8.180601e-6	1.536071e-1	1.097194e-2	1.912118e+1	2.614902e-1	5	6.548715e-5	1.252191e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_Endo_MesLHX9_MesGATA2_Germ_Immune_Neuro_Supp_Missing_Epi,testes_Sertoli_Epi_Immune_MesLHX9_Germ_MesGATA2_Endo_Eryth_Neuro_Supp_FLeydig_Missing_CoelEpi_PV,testes_Sertoli_Immune_Germ_Supp_MesLHX9_MesGATA2_PV_Missing_Neuro_FLeydig_Epi_Endo,testes_Sertoli_MesGATA2_MesLHX9_Germ_Immune_PV_Neuro_Epi_Supp_FLeydig_Endo_Missing,testes_Sertoli_MesLHX9_MesGATA2_Epi_PV_Germ_CoelEpi_Missing_Neuro_Supp_Endo_FLeydig_Immune	PLD6
Ensembl Genes	9247	LDLR	15	8.268027e-6	1.552487e-1	1.034992e-2	1.907873e+1	2.620719e-1	5	6.563284e-5	1.252191e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_Epi_MesLHX9_MesGATA2_CoelEpi_Endo_PV_Germ_Supp_Neuro_FLeydig_Missing_Immune_Eryth,testes_Sertoli_MesGATA2_MesLHX9_Immune_CoelEpi_Epi_Germ_PV_Endo_Supp_Neuro_FLeydig_Missing_Eryth,testes_Sertoli_MesLHX9_Immune_Germ_Missing_MesGATA2_FLeydig_Neuro_Supp_CoelEpi_PV_Endo_Epi,testes_Sertoli_MesLHX9_MesGATA2_Endo_Immune_CoelEpi_Germ_PV_Epi_Supp_Neuro_FLeydig_Missing,testes_Sertoli_MesLHX9_MesGATA2_Epi_CoelEpi_Endo_Germ_Immune_PV_Neuro_Missing_Supp_FLeydig	LDLR
Ensembl Genes	18019	NDUFB9	16	8.342747e-6	1.566518e-1	9.790735e-3	1.904288e+1	2.625653e-1	5	6.575641e-5	1.252191e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Endo_MesGATA2_MesLHX9_PV_Sertoli_Epi_Immune_Neuro_CoelEpi_Supp_Missing_FLeydig,testes_MesGATA2_MesLHX9_Immune_Sertoli_Germ_PV_CoelEpi_Neuro_Epi_Endo_Missing_Supp_FLeydig_Eryth,testes_Sertoli_Immune_Endo_MesLHX9_MesGATA2_Germ_Missing_FLeydig_Neuro_Eryth_Supp_Epi,testes_Sertoli_Immune_Neuro_MesGATA2_MesLHX9_Germ_CoelEpi_Epi_Endo_FLeydig_Missing_Supp_Eryth_PV,testes_Sertoli_MesLHX9_MesGATA2_PV_Immune_Endo_Germ_Missing_Neuro_Supp_Eryth_FLeydig	NDUFB9
Ensembl Genes	3755	CWC15	17	1.221800e-5	2.294174e-1	1.349514e-2	1.758028e+1	2.844096e-1	5	7.122706e-5	1.252191e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_MesLHX9_Immune_Epi_Sertoli_PV_Endo_Neuro_Supp_Missing_Eryth_FLeydig,testes_MesGATA2_MesLHX9_Immune_Sertoli_Neuro_Supp_Endo_Missing_FLeydig_PV,testes_MesGATA2_Sertoli_MesLHX9_Endo_Immune_CoelEpi_PV_Germ_Supp_Missing_FLeydig_Neuro_Epi_Eryth,testes_Sertoli_MesLHX9_MesGATA2_Immune_Germ_PV_CoelEpi_Missing_Neuro_Endo_FLeydig,testes_Sertoli_MesLHX9_MesGATA2_Immune_Neuro_Germ_PV_Supp_Endo_Missing_FLeydig_Epi	CWC15
Ensembl Genes	3005	CSNK2A3	18	1.259707e-5	2.365352e-1	1.314084e-2	7.765408e+0	1.030210e+0	8	2.580040e-4	2.003506e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_MesLHX9_Endo_Immune_Germ_Sertoli_Supp_Neuro_Missing_PV_CoelEpi_Epi,testes_MesGATA2_Sertoli_MesLHX9_CoelEpi_Germ_Epi_PV_Supp_Neuro_Missing_Endo_FLeydig_Immune,testes_MesGATA2_Sertoli_MesLHX9_Endo_Germ_Supp_Immune_CoelEpi_Neuro_FLeydig_Missing_Eryth_Epi_PV,testes_Sertoli_MesLHX9_Endo_MesGATA2_Germ_CoelEpi_Neuro_Immune_Supp_Eryth_Epi_Missing_FLeydig,testes_Sertoli_MesLHX9_Germ_MesGATA2_Immune_Epi_PV_Supp_Neuro_FLeydig_Missing_Endo_CoelEpi,testes_Sertoli_MesLHX9_Immune_MesGATA2_Missing_Eryth_Supp_Neuro_Endo_Epi,testes_Sertoli_MesLHX9_MesGATA2_CoelEpi_Germ_Immune_Missing_Epi_Neuro_Endo_Supp_PV_FLeydig,testes_Sertoli_MesLHX9_MesGATA2_Immune_Germ_PV_Neuro_FLeydig_Epi_Endo_CoelEpi_Missing	CSNK2A3
Ensembl Genes	2565	LBX1	19	1.470869e-5	2.761851e-1	1.453606e-2	1.690828e+1	2.957131e-1	5	7.405787e-5	1.252191e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_CoelEpi_MesLHX9_Endo_MesGATA2_Epi_PV_Germ_Immune_Supp_Eryth_Missing_Neuro_FLeydig,testes_Sertoli_MesGATA2_MesLHX9_Epi_Immune_Germ_Neuro_Endo_PV_Missing_Eryth_Supp_CoelEpi_FLeydig,testes_Sertoli_MesLHX9_MesGATA2_PV_Immune_Germ_Epi_Neuro_Endo_CoelEpi_Supp_Missing_FLeydig_Eryth,testes_Sertoli_MesLHX9_Neuro_Missing_PV_MesGATA2_Supp_Eryth_Immune_Endo_CoelEpi_FLeydig,testes_Sertoli_MesLHX9_PV_Germ_Immune_MesGATA2_Endo_Epi_FLeydig_Missing_Neuro_Supp_Eryth_CoelEpi	LBX1
Ensembl Genes	18877	PTGDS	20	1.600390e-5	3.005052e-1	1.502526e-2	6.474389e+1	4.633642e-2	3	1.160441e-5	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Endo_MesLHX9_Immune_Sertoli_MesGATA2_PV_Germ_Neuro_Supp_Epi_FLeydig_Missing_CoelEpi,testes_Sertoli_Immune_MesLHX9_Germ_MesGATA2_Endo_Supp_Epi_Neuro_Missing_FLeydig_Eryth_PV_CoelEpi,testes_Sertoli_MesLHX9_Immune_MesGATA2_Germ_Epi_CoelEpi_PV_Missing_Neuro_Endo_Supp_FLeydig	PTGDS
Ensembl Genes	7748	MPRIP	21	1.846419e-5	3.467021e-1	1.650962e-2	1.611787e+1	3.102148e-1	5	7.768965e-5	1.252191e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_Endo_MesLHX9_MesGATA2_Germ_Immune_Neuro_Supp_Missing_Epi,testes_Sertoli_Epi_Immune_MesLHX9_Germ_MesGATA2_Endo_Eryth_Neuro_Supp_FLeydig_Missing_CoelEpi_PV,testes_Sertoli_Immune_Germ_Supp_MesLHX9_MesGATA2_PV_Missing_Neuro_FLeydig_Epi_Endo,testes_Sertoli_MesGATA2_MesLHX9_Germ_Immune_PV_Neuro_Epi_Supp_FLeydig_Endo_Missing,testes_Sertoli_MesLHX9_MesGATA2_Epi_PV_Germ_CoelEpi_Missing_Neuro_Supp_Endo_FLeydig_Immune	MPRIP
Ensembl Genes	12032	PREX1	22	2.489081e-5	4.673747e-1	2.124431e-2	6.080185e+0	1.480218e+0	9	3.707033e-4	2.253944e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Endo_Immune_Sertoli_MesLHX9_Neuro_Germ_MesGATA2_PV_Epi_Missing_Supp_FLeydig_CoelEpi,testes_MesGATA2_MesLHX9_Immune_Epi_Germ_CoelEpi_Sertoli_Supp_Neuro_Missing_FLeydig_Endo_PV,testes_MesLHX9_MesGATA2_Immune_Sertoli_Germ_PV_Epi_FLeydig_Neuro_Endo_Supp_Missing_CoelEpi,testes_Sertoli_Immune_Germ_MesLHX9_Epi_MesGATA2_Missing_Neuro_Endo_FLeydig_Supp_CoelEpi_PV,testes_Sertoli_MesLHX9_Immune_Germ_CoelEpi_MesGATA2_Epi_Endo_Missing_PV_FLeydig_Neuro_Supp,testes_Sertoli_MesLHX9_Immune_MesGATA2_Germ_CoelEpi_Endo_PV_Missing_Neuro_FLeydig_Supp_Epi,testes_Sertoli_MesLHX9_MesGATA2_Germ_Endo_CoelEpi_PV_Neuro_Immune_Epi_Supp_Missing_FLeydig,testes_Sertoli_MesLHX9_MesGATA2_Immune_PV_Germ_Epi_Neuro_FLeydig_Supp_Missing_CoelEpi,testes_Sertoli_Neuro_MesGATA2_Epi_Germ_MesLHX9_Missing_Supp_FLeydig_Endo_Immune	PREX1
Ensembl Genes	16731	ENSG00000257184	23	3.306705e-5	6.209000e-1	2.699565e-2	2.452355e+2	8.155427e-3	2	2.042431e-6	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_Sertoli_MesLHX9_Immune_Neuro_Germ_PV_Epi_Supp_Missing_CoelEpi_Endo_FLeydig_Eryth,testes_Sertoli_MesGATA2_MesLHX9_Epi_Germ_Immune_Neuro_PV_Endo_CoelEpi_Supp_Missing_FLeydig_Eryth	ENSG00000257184
Ensembl Genes	8980	REXO1	24	3.710795e-5	6.967760e-1	2.903233e-2	4.873088e+1	6.156260e-2	3	1.541763e-5	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_MesGATA2_Endo_Immune_MesLHX9_Epi_PV_Germ_CoelEpi_Supp_Eryth_Missing_Neuro_FLeydig,testes_Sertoli_MesLHX9_Germ_Immune_MesGATA2_Endo_Epi_PV_Eryth_Supp_Neuro_FLeydig_Missing_CoelEpi,testes_Sertoli_MesLHX9_MesGATA2_Immune_Germ_Endo_Epi_CoelEpi_Missing_Eryth_Neuro_PV_FLeydig_Supp	REXO1
Ensembl Genes	10931	IL1R2	25	3.762347e-5	7.064559e-1	2.825824e-2	1.005331e+1	5.968182e-1	6	1.494661e-4	1.502630e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_MesLHX9_Sertoli_Endo_Immune_CoelEpi_PV_Epi_Neuro_FLeydig_Missing_Supp,testes_MesLHX9_MesGATA2_Immune_Sertoli_Endo_PV_Germ_Epi_Supp_Neuro_Missing_CoelEpi_FLeydig_Eryth,testes_MesLHX9_MesGATA2_Sertoli_PV_CoelEpi_Endo_Neuro_FLeydig_Supp_Missing_Eryth_Immune_Epi,testes_Sertoli_MesLHX9_PV_MesGATA2_Endo_Germ_Epi_CoelEpi_Neuro_Missing_FLeydig_Supp_Eryth_Immune,testes_Sertoli_Neuro_Immune_MesGATA2_MesLHX9_Epi_FLeydig_Missing_Endo_Supp,testes_Sertoli_PV_Germ_Immune_MesLHX9_Endo_MesGATA2_Epi_Neuro_Supp_FLeydig_Missing_CoelEpi	IL1R2
Ensembl Genes	11226	HOXD9	26	4.705263e-5	8.835072e-1	3.398105e-2	2.054759e+2	9.733502e-3	2	2.437641e-6	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_Endo_MesLHX9_MesGATA2_PV_Germ_Immune_Supp_CoelEpi_Neuro_FLeydig_Epi_Missing_Eryth,testes_Sertoli_MesLHX9_MesGATA2_Germ_Epi_Neuro_CoelEpi_Endo_Immune_PV_Eryth_Supp_Missing_FLeydig	HOXD9
